candidate_scope,candidate_id,candidate_label,source_id,source_family,evidence_level,candidate_type,decision_status,decision_class,decision_predicate,rationale,assumptions_or_heuristics,reviewer_or_role,source_artifact,linked_artifact,evidence_detail
mapping_candidate,candidate-4d25621f74763d60,Date-Time description -> GameDescriptionLanguage,owl_time,uogto_extensions_game-description-languages,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#DateTimeDescription,"{""definition_similarity"": 0.0934, ""embedding_similarity"": 0.1201, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6522, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-33803007836a3046,Generalized date-time description -> GameDescriptionLanguage,owl_time,uogto_extensions_game-description-languages,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#GeneralDateTimeDescription,"{""definition_similarity"": 0.1942, ""embedding_similarity"": 0.1523, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5758, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-02e2a80d8770780d,Temporal entity -> Terminal Node,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#TemporalEntity,"{""definition_similarity"": 0.4202, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-8526291acfaf209d,Time instant -> Mixed Strategy,owl_time,uogto_core_strategies,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#Instant,"{""definition_similarity"": 0.3467, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5385, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-67f25d53ffce1367,Time instant -> State,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#Instant,"{""definition_similarity"": 0.4177, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4706, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1538, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-be87974623e9a880,Time interval -> Game Instance,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#Interval,"{""definition_similarity"": 0.2951, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5385, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1538, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-5bc03805a539ff12,has duration description -> hasActionSpace,owl_time,uogto_extensions_marl,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDurationDescription,"{""definition_similarity"": 0.2073, ""embedding_similarity"": 0.1961, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.55, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-ba885a12200d5360,Time duration -> Imperfect Information,owl_time,uogto_core_information,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#Duration,"{""definition_similarity"": 0.25, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5882, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-2e56030d70664965,Anno -> Human Player,owl_time,uogto_core_agents,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#Year,"{""definition_similarity"": 0.2745, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5714, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-f27d6cce46c028ac,has duration description -> hasDistributionalState,owl_time,uogto_extensions_mean-field-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDurationDescription,"{""definition_similarity"": 0.2828, ""embedding_similarity"": 0.1961, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-3ba56c114e3d417b,has duration description -> hasAllocationRule,owl_time,uogto_extensions_mechanism-design,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDurationDescription,"{""definition_similarity"": 0.2538, ""embedding_similarity"": 0.1961, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5116, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-46aff4e01ddc9dc6,Time duration -> Transition,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#Duration,"{""definition_similarity"": 0.1935, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6087, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-957eb1b38542ade1,has duration description -> has transition,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDurationDescription,"{""definition_similarity"": 0.2245, ""embedding_similarity"": 0.2365, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5263, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-1cb55594de6ad420,has Date-Time description -> has characteristic function,owl_time,uogto_extensions_cooperative,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDateTimeDescription,"{""definition_similarity"": 0.1468, ""embedding_similarity"": 0.1374, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5769, ""normalized_label"": false, ""property_signature_similarity"": 0.0556, ""source_reliability"": 1.0, ""structural_similarity"": 0.0556, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-cbe2691e7b5b87a9,has duration description -> hasHamiltonian,owl_time,uogto_extensions_differential-hybrid-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDurationDescription,"{""definition_similarity"": 0.1633, ""embedding_similarity"": 0.2176, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5128, ""normalized_label"": false, ""property_signature_similarity"": 0.125, ""source_reliability"": 1.0, ""structural_similarity"": 0.125, ""synonym"": false, ""type_compatible"": true}"
